model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),storage_size,storage_type,graphics,Operating System,screen_size(inches),resolution (pixels),price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note
HP Envy x360 15-ew0047TU 2-in-1 Laptop,HP,12th Gen Core i7,16,512,0,512,SSD,Intel Iris X Graphics,Windows,15.6,1920 x 1080,116000,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
HP ProBook 445 G8 Laptop,HP,AMD Ryzen 7 5800U,16,512,0,512,SSD,AMD Radeon,Windows,14.0,1366 x 768,73999,70,30,80,80,55.0,64.0,72.0,64.5,61.5,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Apple MacBook Pro 16 inch Laptop,Apple,M2 Pro 12-core CPU,16,1000,0,1000,SSD,19-core GPU,Mac,16.2,3456 x 2234,269900,90,35,80,95,64.5,74.5,83.75,74.75,72.25,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Apple MacBook Pro 16 inch Laptop,Apple,M2 Pro 12-core CPU,16,512,0,512,SSD,19-core GPU,Mac,16.2,3456 x 2234,249900,90,35,80,80,62.25,72.25,78.5,71.75,70.0,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Apple MacBook Pro 14 inch Laptop,Apple,M2 Max 12-core CPU,32,1000,0,1000,SSD,30-core GPU,Mac,14.2,3024 x 1964,309900,94,35,95,95,67.75,79.65,88.7,79.7,76.65,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Apple MacBook Pro 14 inch Laptop,Apple,M2 Pro 12-core CPU,16,1000,0,1000,SSD,19-core GPU,Mac,14.2,3024 x 1964,249900,90,35,80,95,64.5,74.5,83.75,74.75,72.25,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Apple MacBook Pro 14 inch Laptop,Apple,M2 Pro 10-core CPU,16,512,0,512,SSD,16-core GPU,Mac,14.2,3024 x 1964,199900,90,35,80,80,62.25,72.25,78.5,71.75,70.0,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
HP Pavilion Plus 14-eh0037TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,2880 x 1800,81990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Apple MacBook Pro 2022 Laptop,Apple,Apple M2,16,256,0,256,SSD,10 Core GPU,Mac,13.3,2560 x 1600,149000,85,35,80,65,58.75,68.25,71.75,67.25,66.0,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking"
Apple MacBook Air M2 2022 Laptop,Apple,Apple M2,16,512,0,512,SSD,10-Core GPU,Mac,13.6,2560 x 1664,159000,85,35,80,80,61.0,70.5,77.0,70.25,68.25,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Apple MacBook Air 2022 Laptop,Apple,Apple M2,16,256,0,256,SSD,10-Core GPU,Mac,13.6,2560 x 1664,137900,85,35,80,65,58.75,68.25,71.75,67.25,66.0,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking"
Samsung Galaxy Book2 NP550XED-KA2IN Laptop,Samsung,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,70990,71,25,80,80,53.0,63.1,71.8,63.55,60.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo Legion 7i 82TD009KIN Gaming Laptop,Lenovo,12th Gen Core i9,32,1000,0,1000,SSD,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,16.0,2560 x 1600,359990,95,92,95,95,93.65,94.25,94.7,94.25,94.1,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Dell Inspiron 3511 D560783WIN9BD Laptop,Dell,11th Gen Core i3,8,512,0,512,SSD,Intel UHD Graphics,Windows,15.56,1920 x 1080,61202,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3425 D552308WIN9B Laptop,Dell,AMD Ryzen 3 5425U,8,256,0,256,SSD,AMD Radeon AMD,Windows,14.0,1920 x 1080,50852,48,30,55,65,43.5,47.8,53.9,48.65,46.55,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP 245 G8 ‎6E3Z1PA Laptop,HP,AMD Ryzen 3 3250U,8,512,0,512,SSD,AMD Radeon Graphics,DOS,14.0,1366 x 768,36000,32,30,55,80,41.75,44.45,54.35,46.85,43.2,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
MSI Modern 14 C12M-269IN Laptop,MSI,12th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,44990,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Inspiron 5420 ICC-C782537WIN8 Laptop,Dell,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,91958,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP 15s-du3612TU Laptop,HP,11th Gen Core i3,8,256,1000,256,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,41990,51,25,55,65,42.0,47.6,54.3,48.3,46.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Infinix INBook X2 Plus XL25 Laptop,Infinix,11th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,49990,68,42,80,80,59.9,66.3,72.6,66.9,64.4,Editing,Low Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Dell Inspiron 3520 Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,62029,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3420 Laptop,Dell,12th Gen Core i5,16,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,69900,71,25,80,80,53.0,63.1,71.8,63.55,60.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Inspiron 3520 2022 Laptop,Dell,12th Gen Core i5,8,256,1000,256,SSD,2 GB NVIDIA MX550 Graphics,Windows,15.6,1920 x 1080,72990,71,46,55,65,56.45,59.85,62.4,59.55,59.4,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP Envy x360 15-ew0040TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,77990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP Envy x360 15-ew0048TU Laptop,HP,12th Gen Core i7,16,1000,0,1000,SSD,Intel Integrated Iris Xe,Windows,15.6,2880 x 1800,109990,81,42,80,95,65.4,73.1,81.75,73.8,71.2,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
HP Envy x360 15-ew0043TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,84990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Dell G15-5520 Gaming Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,79990,71,70,55,80,69.5,68.1,70.05,68.55,68.85,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
HP Pavilion 14-ec1005AU Laptop,HP,Ryzen 5 5625U,16,512,0,512,SSD,AMD Radeon Graphics,Windows,14.0,1920 x 1080,59815,66,30,80,80,54.0,62.6,70.8,63.3,60.1,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Pavilion 14-ec1005AU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,75990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP Envy x360 13-bf0121TU  Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,13.4,1920 x 1200,79990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP Envy x360 13-ay1064AU 2-in-1 Laptop,HP,Ryzen 7 5800U,16,512,0,512,SSD,AMD Radeon Graphic,Windows,13.3,1920 x 1080,98000,70,30,80,80,55.0,64.0,72.0,64.5,61.5,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3520 Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,60070,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Zephyrus G15 GA503RMZ-LN155WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,1000,SSD,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,157990,82,78,80,95,81.85,82.45,85.65,83.1,82.35,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Dell Vostro 3420 Laptop,Dell,12th Gen Core i5,8,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,57990,71,25,55,80,49.25,56.85,65.55,57.3,55.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3525 Laptop,Dell,AMD R5-5625U,16,512,0,512,SSD,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,55530,35,30,80,80,46.25,51.75,61.5,54.0,49.25,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3525 Laptop,Dell,AMD Ryzen 5-5625U,8,512,0,512,SSD,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,51499,66,30,55,80,50.25,56.35,64.55,57.05,55.1,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3420 Laptop,Dell,12th Gen Core i3,8,512,0,512,SSD,Intel UHD Graphics,Windows,14.0,1920 x 1080,43990,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,2560 x 1440,211990,88,84,80,95,86.05,86.05,88.05,86.4,86.25,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
MSI Modern 15 B12M Laptop,MSI,12th Gen Core i7,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,67990,81,42,80,80,63.15,70.85,76.5,70.8,68.95,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
MSI Modern 15 B12M Laptop,MSI,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,57990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
MSI Modern 14 C12M Laptop,MSI,12th Gen Core i5,8,512,0,512,SSD,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,56990,71,42,55,80,56.9,61.1,67.25,61.55,60.45,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus Vivobook 15 X1502ZA-EJ381WS Laptop,Asus,12th Gen Core i3,8,512,0,512,SSD,Intel UHD Graphics,Windows,15.6,1920 x 1080,42990,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP 240 G8 Business Laptop,HP,11th Gen Core i5,8,512,0,512,SSD,Intel Integrated,Windows,14.0,1366 x 768,52999,68,25,55,80,48.5,55.8,64.65,56.4,54.3,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
HP Victus 15-fa0031dx Gaming Laptop,HP,12th Gen Core i5,8,512,0,512,SSD,4 GB NVIDIA GeForce GTX 1650,Windows,15.6,1920 x 1080,79888,71,58,55,80,64.1,65.1,68.85,65.55,65.25,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Lenovo Thinkpad P15v 21AAS05L00 Laptop,Lenovo,11th Gen Core i7,16,1000,0,1000,SSD,4 GB Nvidia Quadro T600,Windows,15.6,1920 x 1080,159999,78,35,80,95,61.5,70.3,80.15,71.15,68.05,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat"
Acer Aspire 5 A515-57 2022 Laptop,Acer,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe Graphic,Windows,15.6,1920 x 1080,61990,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,Mid Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
HP Pavilion x360 14-ek0137TU Laptop,HP,12th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,14.0,1920 x 1080,59990,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Dell Vostro 3510 ICC-D585046WIN8 Laptop,Dell,Intel Pentium Gold 7505,8,256,0,256,SSD,Intel UHD Graphics,Windows,15.6,1920 x 1080,32990,38,25,55,65,38.75,43.05,50.4,44.4,41.55,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP 240 G8 4K5D5PA Business Laptop,HP,11th Gen Core i3,8,512,0,512,SSD,Intel Integrated,DOS,14.0,1366 x 768,35000,51,25,55,80,44.25,49.85,59.55,51.3,48.35,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo E41-55 82FJ00B5IH Laptop,Lenovo,Athlon 3050U,4,0,1000,1000,HDD,AMD Radeon AMD,DOS,14.0,1366 x 768,18990,25,30,30,70,34.75,34.25,42.5,36.5,34.25,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Lenovo E41-55 82FJ00B5IH Laptop,Lenovo,Athlon 3050U,4,256,0,256,SSD,AMD Radeon AMD,DOS,14.0,1366 x 768,18990,25,30,30,65,34.0,33.5,40.75,35.5,33.5,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
MSI Katana GF66 12UC-632IN Gaming Laptop,MSI,12th Gen Core i7,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,80990,81,70,55,80,72.0,71.6,73.05,71.55,72.35,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Lenovo IdeaPad Flex 5 14ALC7 82R9006PIN Laptop,Lenovo,AMD Ryzen 5 5500U,16,512,0,512,SSD,AMD Radeon,Windows,14.0,1920 x 1200,72690,62,30,80,80,53.0,61.2,69.6,62.1,58.7,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo V14 Gen 2 ‎82C40019IX Laptop,Lenovo,11th Gen Core i5,8,512,0,512,SSD,Intel Iris Xe Graphics,Windows,14.0,1920 x 1080,49999,68,42,55,80,56.15,60.05,66.35,60.65,59.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Asus ROG Strix G15 G513IE-HN088WS Gaming Laptop,Asus,Ryzen 7 4800H,8,512,0,512,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,15.6,1920 x 1080,76990,72,73,55,80,71.1,69.2,70.65,69.6,70.1,Gaming,Mid Budget,Cocok untuk gaming karena memiliki GPU yang cukup kuat; Memiliki storage yang mendukung workflow lebih cepat
Asus Vivobook 14 OLED UX3402ZA-KN531WS Laptop,Asus,12th Gen Core i5,16,512,0,512,SSD,Intel Iris Xe,Windows,14.0,2880 x 1800,95980,71,42,80,80,60.65,67.35,73.5,67.8,65.45,Editing,High Budget,"Cocok untuk editing karena memiliki CPU, RAM, dan storage yang mendukung; Memiliki storage yang mendukung workflow lebih cepat"
Lenovo IdeaPad Slim 3 82RJ0040IN Laptop,Lenovo,12th Gen Core i3,8,512,0,512,SSD,‎Intel UHD Graphics,Windows,14.0,1920 x 1080,52900,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Ultimus S151 NU14U2INC43VN-CS Laptop,Ultimus,Celeron N4020,4,128,0,128,SSD,Intel Integrated UHD Graphics,Windows,14.1,1920 x 1080,19990,22,25,30,50,28.75,28.95,34.1,30.35,28.7,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
HP Pavilion 14-dv2014TU Laptop,HP,12th Gen Core i5,16,512,0,512,SSD,Intel Integrated UHD Graphics,Windows,14.0,1920 x 1080,68918,71,25,80,80,53.0,63.1,71.8,63.55,60.35,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
Ultimus S151 NU14U2INC43VD-CS Laptop,Ultimus,Celeron N4020,4,128,0,128,SSD,Intel Integrated UHD Graphics,DOS,14.1,1920 x 1080,17990,22,25,30,50,28.75,28.95,34.1,30.35,28.7,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Ultimus S152 NU15U2INC44VN-SG Laptop,Ultimus,Celeron N4020,4,256,0,256,SSD,Intel Integrated UHD Graphics,Windows,15.6,1920 x 1080,23990,22,25,30,65,31.0,31.2,39.35,33.35,30.95,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan"
Lenovo Legion S7 82TF007LIN Gaming Laptop,Lenovo,12th Gen Core i7,16,1000,0,1000,SSD,4 GB NVIDIA GeForce RTX 3050 Ti,Windows,16.0,2560 x 1600,149990,81,73,80,95,79.35,80.85,84.85,81.55,80.5,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
Acer Aspire 5 A515-57 NX.K2VSI.002 Laptop,Acer,12th Gen Core i3,8,512,0,512,SSD,Intel Integrated UHD,Windows,15.6,1920 x 1080,42990,54,25,55,80,45.0,50.9,60.45,52.2,49.4,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat"
MSI Stealth GS66 12UGS-290IN Gaming Laptop,MSI,12th Gen Core i7,32,1000,0,1000,SSD,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,2560 x 1440,288990,81,84,95,95,86.55,87.35,89.7,88.05,86.8,All-Rounder,High Budget,Cocok untuk penggunaan serbaguna karena kuat untuk gaming dan editing sekaligus; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat
