model_name,brand,processor_name,ram(GB),ssd(GB),Hard Disk(GB),graphics,Operating System,screen_size(inches),resolution (pixels),no_of_cores,no_of_threads,spec_score,price,cpu_score,gpu_score,ram_score,storage_score,gaming_score,editing_score,daily_score,all_rounder_score,performance_score,usage_category,budget_category,recommendation_note,cpu_score_source,gpu_score_source
Dell Inspiron 3593 Laptop,Dell,10th Gen Core i3,4,0,1000,Intel Integrated UHD,Windows,15.6,1920 x 1080,2,4,55,36990,54.52,16.42,30,50,33.02,38.19,43.0,37.96,37.51,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Microsoft Surface Laptop 3 1873,Microsoft,V4G-00021) Laptop ,8,128,0,AMD Radeon Vega 9,Windows,15.0,2496 x 1664,4,8,59,99990,35.0,17.26,55,50,32.27,37.82,43.48,38.56,35.93,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",fallback,benchmark
HP EliteBook 840 G6,HP,7YY01PA) Laptop ,8,512,0,2 GB Radeon RX 550,Windows,14.0,1920 x 1080,4,8,66,146000,35.0,27.49,55,75,40.62,44.12,53.25,46.12,42.75,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Dell Latitude 5320 2-in-1 Laptop,Dell,11th Gen Core i5,16,256,0,Intel UHD Graphics,Windows,13.3,1920 x 1080,4,8,65,87999,71.0,16.42,80,60,46.14,57.96,63.94,57.4,54.78,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",fallback,benchmark
Lenovo V15 ITL 82KBA03JIH Laptop,Lenovo,11th Gen Core i3,8,512,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,2,4,51,33990,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus VivoBook 15 X1500EA-EJ3381WS Laptop,Asus,11th Gen Core i3,8,512,0,Intel UHD Graphics,Windows,15.6,1920 x 1080,2,4,51,39400,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 15-ew0037TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,10,12,72,82999,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP 15s-eq2213AU Laptop,HP,AMD Ryzen 3 5300U,8,512,0,AMD Radeon Graphics,Windows,15.6,1920 x 1080,4,8,55,40960,43.04,73.06,55,75,63.14,58.33,60.22,59.93,59.23,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Asus Vivobook Pro 16X OLED N7601ZM-MQ711WS Gaming Laptop,Asus,12th Gen Core i7,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,3840 x 2400,10,16,86,168990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Victus 16-d0310TX Gaming Laptop,HP,11th Gen Core i5,8,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,16.1,1920 x 1080,6,12,72,84419,71.0,77.12,55,75,71.95,69.13,69.01,69.33,70.24,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
HP Victus 15-fb0777AX Gaming Laptop,HP,AMD Ryzen 5 5600H,8,512,0,4 GB AMD Radeon RX 6500M Graphics,Windows,15.6,1920 x 1080,6,12,68,70816,73.2,95.24,55,75,80.66,74.43,71.48,74.52,76.44,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Victus 16-d0311TX Gaming Laptop,HP,11th Gen Core i5,16,512,0,4 GB NVIDIA GeForce GTX 1650,Windows,16.1,1920 x 1080,6,12,74,75990,71.0,77.12,80,75,75.7,75.38,75.26,75.58,75.24,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,fallback,benchmark
Dell G15-5520 D560897WIN9S Laptop,Dell,12th Gen Core i9,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,1920 x 1080,14,20,78,149899,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Victus 16-e0333TX Gaming Laptop,HP,AMD Ryzen 5 5600H,16,512,0,6 GB NVIDIA GeForce RTX3060,Windows,16.1,1920 x 1080,6,12,73,92990,73.2,13.04,80,75,47.42,60.13,69.51,60.22,56.78,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo Legion 5 Pro 82RG00ELIN Laptop,Lenovo,AMD Ryzen 7 6800H,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,16.0,2560 x 1600,8,16,75,159990,99.56,100.0,80,90,95.39,93.35,91.37,92.87,94.35,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Katana GF66 12UD Gaming Laptop,MSI,12th Gen Core i7,16,512,0,4 GB NVIDIA GeForce RTX 3050Ti,Windows,15.6,1920 x 1080,14,20,76,105000,100.0,100.0,80,75,93.25,91.25,86.25,90.0,92.25,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Pulse GL66 12UGSZOK Gaming Laptop,MSI,12th Gen Core i9,16,1000,0,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,2560 x 1440,14,20,80,209000,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Pavilion 15-eg2091TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,12,16,63,74098,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 15-ew0043TU 2-in-1 Laptop,HP,12th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,10,12,71,99999,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 15-ew0047TU 2-in-1 Laptop,HP,12th Gen Core i7,16,512,0,Intel Iris X Graphics,Windows,15.6,1920 x 1080,10,12,72,116000,100.0,14.92,80,75,54.96,69.98,77.74,68.73,66.73,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP ProBook 445 G8 Laptop,HP,AMD Ryzen 7 5800U,16,512,0,AMD Radeon,Windows,14.0,1366 x 768,8,16,72,73999,80.18,7.39,80,75,46.62,61.16,71.04,60.9,57.53,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Apple MacBook Pro 16 inch Laptop,Apple,M2 Pro 12-core CPU,16,1000,0,19-core GPU,Mac,16.2,3456 x 2234,12,0,59,269900,85.0,35.0,80,90,62.5,72.0,80.5,72.25,69.75,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,fallback
Apple MacBook Pro 16 inch Laptop,Apple,M2 Pro 12-core CPU,16,512,0,19-core GPU,Mac,16.2,3456 x 2234,12,0,55,249900,85.0,35.0,80,75,60.25,69.75,75.25,69.25,67.5,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,fallback
Apple MacBook Pro 14 inch Laptop,Apple,M2 Max 12-core CPU,32,1000,0,30-core GPU,Mac,14.2,3024 x 1964,12,0,62,309900,85.0,35.0,95,90,64.75,75.75,84.25,76.0,72.75,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,fallback
Apple MacBook Pro 14 inch Laptop,Apple,M2 Pro 12-core CPU,16,1000,0,19-core GPU,Mac,14.2,3024 x 1964,12,0,56,249900,85.0,35.0,80,90,62.5,72.0,80.5,72.25,69.75,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",fallback,fallback
Apple MacBook Pro 14 inch Laptop,Apple,M2 Pro 10-core CPU,16,512,0,16-core GPU,Mac,14.2,3024 x 1964,10,0,54,199900,94.78,35.0,80,75,62.7,73.17,78.18,72.18,70.92,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,fallback
HP Pavilion Plus 14-eh0037TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,2880 x 1800,12,16,71,81990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Apple MacBook Pro 2022 Laptop,Apple,Apple M2,16,256,0,10 Core GPU,Mac,13.3,2560 x 1600,8,0,44,149000,100.0,35.0,80,60,61.75,72.75,74.5,70.75,70.5,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking",benchmark,fallback
Apple MacBook Air M2 2022 Laptop,Apple,Apple M2,16,512,0,10-Core GPU,Mac,13.6,2560 x 1664,8,0,47,159000,100.0,35.0,80,75,64.0,75.0,79.75,73.75,72.75,Editing,High Budget,"Cocok untuk editing video, desain grafis, dan rendering ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,fallback
Apple MacBook Air 2022 Laptop,Apple,Apple M2,16,256,0,10-Core GPU,Mac,13.6,2560 x 1664,8,0,44,137900,100.0,35.0,80,60,61.75,72.75,74.5,70.75,70.5,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking",benchmark,fallback
Samsung Galaxy Book2 NP550XED-KA2IN Laptop,Samsung,12th Gen Core i5,16,512,0,Intel Integrated UHD,Windows,15.6,1920 x 1080,8,12,59,70990,99.91,16.42,80,75,55.62,70.32,77.86,69.08,67.14,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Lenovo Legion 7i 82TD009KIN Gaming Laptop,Lenovo,12th Gen Core i9,32,1000,0,16 GB NVIDIA GeForce RTX 3080 Ti,Windows,16.0,2560 x 1600,16,24,90,359990,100.0,100.0,95,90,97.75,97.25,95.25,96.75,97.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Dell Inspiron 3511 D560783WIN9BD Laptop,Dell,11th Gen Core i3,8,512,0,Intel UHD Graphics,Windows,15.56,1920 x 1080,2,4,57,61202,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Vostro 3425 D552308WIN9B Laptop,Dell,AMD Ryzen 3 5425U,8,256,0,AMD Radeon AMD,Windows,14.0,1920 x 1080,4,8,61,50852,41.34,7.39,55,60,30.91,39.07,47.89,40.0,36.69,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
HP 245 G8 ‎6E3Z1PA Laptop,HP,AMD Ryzen 3 3250U,8,512,0,AMD Radeon Graphics,DOS,14.0,1366 x 768,2,4,53,36000,17.49,73.06,55,75,56.75,49.39,52.55,52.26,50.29,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
MSI Modern 14 C12M-269IN Laptop,MSI,12th Gen Core i3,8,512,0,Intel Integrated UHD,Windows,14.0,1920 x 1080,6,8,61,44990,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Inspiron 5420 ICC-C782537WIN8 Laptop,Dell,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,14.0,1920 x 1080,12,16,68,91958,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP 15s-du3612TU Laptop,HP,11th Gen Core i3,8,256,1000,Intel Integrated UHD,Windows,15.6,1920 x 1080,2,4,62,41990,54.52,16.42,55,65,39.02,46.69,54.5,47.21,44.76,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,benchmark
Infinix INBook X2 Plus XL25 Laptop,Infinix,11th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,4,8,53,49990,71.0,28.12,80,75,53.65,63.13,70.36,63.33,60.54,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",fallback,benchmark
Dell Inspiron 3520 Laptop,Dell,12th Gen Core i5,8,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,10,12,61,62029,99.91,28.12,55,75,57.13,67.0,72.78,65.75,65.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Vostro 3420 Laptop,Dell,12th Gen Core i5,16,512,0,Intel UHD Graphics,Windows,14.0,1920 x 1080,10,12,61,69900,99.91,16.42,80,75,55.62,70.32,77.86,69.08,67.14,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Inspiron 3520 2022 Laptop,Dell,12th Gen Core i5,8,256,1000,2 GB NVIDIA MX550 Graphics,Windows,15.6,1920 x 1080,10,12,67,72990,99.91,45.0,55,65,63.23,69.72,70.97,67.97,69.22,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan",benchmark,fallback
HP Envy x360 15-ew0040TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,10,12,67,77990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 15-ew0048TU Laptop,HP,12th Gen Core i7,16,1000,0,Intel Integrated Iris Xe,Windows,15.6,2880 x 1800,10,12,73,109990,100.0,28.12,80,90,63.15,75.53,84.31,75.03,72.94,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 15-ew0043TU Laptop,HP,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,15.6,1920 x 1080,10,12,65,84990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell G15-5520 Gaming Laptop,Dell,12th Gen Core i5,8,512,0,4 GB NVIDIA GeForce RTX 3050,Windows,15.6,1920 x 1080,12,16,75,79990,99.91,100.0,55,75,89.48,84.97,79.97,83.72,87.22,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Pavilion 14-ec1005AU Laptop,HP,Ryzen 5 5625U,16,512,0,AMD Radeon Graphics,Windows,14.0,1920 x 1080,6,12,61,59815,64.35,73.06,80,75,72.21,72.04,72.86,72.57,71.69,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
HP Pavilion 14-ec1005AU Laptop,HP,12th Gen Core i5,16,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,12,16,63,75990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 13-bf0121TU  Laptop,HP,12th Gen Core i5,16,512,0,Intel Integrated Iris Xe,Windows,13.4,1920 x 1200,10,12,72,79990,99.91,28.12,80,75,60.88,73.25,79.04,72.0,70.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
HP Envy x360 13-ay1064AU 2-in-1 Laptop,HP,Ryzen 7 5800U,16,512,0,AMD Radeon Graphic,Windows,13.3,1920 x 1080,8,16,72,98000,80.18,3.1,80,75,44.69,60.09,70.61,59.83,56.24,Daily Use,High Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Cocok untuk programming dan multitasking; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Vostro 3520 Laptop,Dell,12th Gen Core i5,8,512,0,Intel Iris Xe Graphics,Windows,15.6,1920 x 1080,10,12,56,60070,99.91,28.12,55,75,57.13,67.0,72.78,65.75,65.65,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ROG Zephyrus G15 GA503RMZ-LN155WS Gaming Laptop,Asus,AMD Ryzen 7 6800HS,16,1000,0,6 GB NVIDIA GeForce RTX 3060,Windows,15.6,2560 x 1440,8,16,81,157990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Dell Vostro 3420 Laptop,Dell,12th Gen Core i5,8,512,0,Intel UHD Graphics,Windows,14.0,1920 x 1080,10,12,59,57990,99.91,16.42,55,75,51.87,64.07,71.61,62.83,62.14,Daily Use,Mid Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Dell Vostro 3525 Laptop,Dell,AMD R5-5625U,16,512,0,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,6,12,62,55530,64.35,73.06,80,75,72.21,72.04,72.86,72.57,71.69,Gaming,Mid Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Dell Vostro 3525 Laptop,Dell,AMD Ryzen 5-5625U,8,512,0,AMD Radeon Radeon Graphics,Windows,15.6,1920 x 1080,6,12,60,51499,64.35,73.06,55,75,68.46,65.79,66.61,66.32,66.69,Gaming,Low Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
Dell Vostro 3420 Laptop,Dell,12th Gen Core i3,8,512,0,Intel UHD Graphics,Windows,14.0,1920 x 1080,6,8,56,43990,54.52,16.42,55,75,40.52,48.19,58.0,49.21,46.26,Daily Use,Low Budget,"Cocok untuk penggunaan harian seperti browsing, mengetik, meeting online, dan tugas ringan; Memiliki storage yang mendukung workflow lebih cepat",benchmark,benchmark
Asus ROG Zephyrus G15 GA503RSZ-HQ061WS Gaming Laptop,Asus,AMD Ryzen 9 6900HS,16,1000,0,8 GB NVIDIA GeForce RTX 3070Ti,Windows,15.6,2560 x 1440,8,16,85,211990,100.0,100.0,80,90,95.5,93.5,91.5,93.0,94.5,Gaming,High Budget,Cocok untuk gaming dan kebutuhan grafis tinggi; Cocok untuk programming dan multitasking; Cocok untuk AI ringan dan image processing; Memiliki storage yang mendukung workflow lebih cepat,benchmark,benchmark
